Emre,Çelik,236390024,1.1155214,1,E
Burak,Şahin,236257006,1.1223881,4,E
Mustafa,Öztürk,236898470,1.6280279,3,E
Mustafa,Demir,236175891,2.1181614,2,E
İrem,Öztürk,236734341,2.0185196,2,K
Elif,Acar,236768618,2.1094034,2,K
Mustafa,Yılmaz,236759094,1.9800403,1,E
Fatma,Yılmaz,236423095,3.40557,3,K
Emre,Acar,236213721,1.6960304,4,E
Ahmet,Doğan,236822344,3.356461,2,E
Hasan,Şahin,236862333,1.8677902,2,E
Ceren,Aslan,236991524,1.8005832,1,K
Fatma,Koç,236148318,2.4705045,4,K
Kerem,Demir,236524121,2.8586497,1,E
Mehmet,Aslan,236925824,2.1655512,3,E
Elif,Çelik,236195374,1.3149164,4,K
Hasan,Acar,236846773,1.5124817,2,E
Ceren,Aslan,236602281,3.6866999,3,K
Emre,Koç,236936944,3.5502048,4,E
Kerem,Demir,236360006,2.0915048,4,E
Fatma,Aslan,236614668,3.308077,3,K
Ceren,Demir,236687166,2.7002363,3,K
Mustafa,Koç,236096294,1.733881,4,E
Emre,Aslan,236224951,3.3232048,2,E
Meryem,Çelik,236878106,3.5228105,4,K
Emre,Çelik,236837077,2.5628064,1,E
Mert,Koç,236173349,2.0509639,4,E
Ebru,Öztürk,236128101,3.42336,3,K
Emre,Doğan,236556704,1.9754297,1,E
Mustafa,Acar,236314731,2.8756077,2,E
Deniz,Acar,236366301,3.9934855,4,K
Mehmet,Kaya,236579087,1.1025589,2,E
Mert,Doğan,236706409,2.4539409,3,E
Kerem,Demir,236102128,2.1169615,4,E
Kerem,Acar,236442661,2.1981165,2,E
Mustafa,Koç,236585229,1.6416533,4,E
Emre,Koç,236198857,3.6558518,2,E
Mustafa,Yılmaz,236051028,1.2259355,2,E
Ayşe,Şahin,236452671,3.3283834,3,K
Ebru,Kaya,236669521,2.0681014,4,K
Ceren,Acar,236868960,1.615705,4,K
Meryem,Kaya,236119613,1.1011497,2,K
Ebru,Koç,236032534,3.2674294,2,K
Ali,Kaya,236162793,2.1409373,3,E
Mustafa,Kaya,236970519,3.595263,3,E
Seda,Aslan,236311693,2.999652,4,K
Ceren,Şahin,236360962,1.0395583,2,K
Mehmet,Doğan,236565881,1.0291629,3,E
Hasan,Öztürk,236092640,2.55528,4,E
Burak,Koç,236714527,1.8158796,4,E
Ceren,Çelik,236264001,3.9129908,3,K
Elif,Yılmaz,236601988,1.3291028,3,K
Seda,Şahin,236229496,2.0025895,2,K
Ayşe,Öztürk,236502601,3.4970822,1,K
Meryem,Aslan,236475197,1.2016782,4,K
Elif,Çelik,236346402,3.6082501,2,K
Kerem,Kaya,236514151,3.2122924,4,E
Ayşe,Şahin,236526043,1.409203,2,K
Mustafa,Öztürk,236406156,1.3807131,3,E
Ceren,Koç,236584009,3.986379,2,K
Fatma,Öztürk,236471550,3.56214,3,K
Ahmet,Doğan,236290461,2.3060787,4,E
Yusuf,Öztürk,236935722,3.257794,2,E
Ahmet,Şahin,236264712,2.3691833,2,E
Elif,Şahin,236988054,1.9847536,3,K
Mert,Aslan,236028371,3.674941,2,E
İrem,Doğan,236415743,2.1023889,1,K
Fatma,Demir,236171142,1.8354568,1,K
Hasan,Kaya,236004886,2.3431365,1,E
Hasan,Kaya,236591226,1.6325648,1,E
Mehmet,Doğan,236728990,2.824668,4,E
Seda,Kaya,236618182,2.3458056,3,K
Fatma,Yılmaz,236416748,2.8659775,2,K
Ahmet,Şahin,236926474,1.2290249,1,E
Burak,Kaya,236873795,1.5179567,4,E
Ceren,Yılmaz,236056100,1.3891397,1,K
Burak,Öztürk,236768977,1.6415598,1,E
Ali,Aslan,236035317,1.9798973,2,E
Zeynep,Acar,236450066,3.9313917,3,K
Ayşe,Aslan,236649111,1.4126751,1,K
Seda,Aslan,236246472,2.5626392,4,K
Emre,Kaya,236026406,1.6928514,4,E
İrem,Öztürk,236519005,2.7236357,3,K
Mehmet,Koç,236931952,3.8919241,4,E
Seda,Şahin,236854878,2.0394592,2,K
Yusuf,Demir,236186690,3.1809464,2,E
Hasan,Şahin,236707229,1.6639493,3,E
Ebru,Öztürk,236877144,2.6891396,4,K
Seda,Demir,236641770,1.2541286,1,K
Mert,Çelik,236452840,1.262569,1,E
Zeynep,Yılmaz,236361014,3.2935808,3,K
Mustafa,Şahin,236499796,2.9219236,2,E
Ceren,Öztürk,236409869,2.7168899,3,K
Mert,Öztürk,236212787,1.5368087,3,E
Emre,Demir,236198326,2.9383807,1,E
Mert,Doğan,236550467,1.9182063,4,E
Mert,Öztürk,236067698,1.4033589,4,E
Mehmet,Kaya,236251638,1.7931912,4,E
Mustafa,Demir,236744022,3.3727179,3,E
Emre,Koç,236939421,2.9695346,2,E
İrem,Doğan,236225421,1.8016303,1,K
Mustafa,Doğan,236377085,1.5660517,3,E
Burak,Yılmaz,236490230,3.8752031,2,E
Meryem,Yılmaz,236872373,1.5116106,4,K
Yusuf,Doğan,236592542,1.7791817,4,E
Seda,Demir,236632081,3.2764506,2,K
Yusuf,Demir,236889507,1.8884159,4,E
Fatma,Acar,236134646,3.059258,1,K
Deniz,Şahin,236367726,3.2918358,1,K
Ali,Demir,236858482,1.618401,1,E
Emre,Şahin,236272851,1.9977453,4,E
Yusuf,Koç,236883496,1.7024872,2,E
Fatma,Demir,236807311,3.6005688,3,K
Ahmet,Şahin,236537245,3.3412943,4,E
İrem,Çelik,236546661,2.4786487,4,K
Yusuf,Koç,236063786,1.2310743,4,E
Hasan,Şahin,236695390,2.8367863,2,E
Fatma,Koç,236560135,3.3567739,1,K
Burak,Acar,236893604,2.2270522,4,E
Zeynep,Koç,236979896,3.997055,4,K
Burak,Acar,236220355,1.4627143,4,E
Ahmet,Kaya,236244639,3.1559322,1,E
Ali,Şahin,236799108,3.4843051,2,E
Fatma,Yılmaz,236865510,1.4477878,1,K
Emre,Koç,236855918,3.4108832,3,E
Elif,Demir,236088398,2.8615656,4,K
Ali,Çelik,236849123,3.3960168,3,E
Ahmet,Aslan,236591009,2.8667192,4,E
Yusuf,Doğan,236732507,1.4552157,3,E
Emre,Şahin,236590905,1.8603408,4,E
İrem,Kaya,236456839,1.1033047,1,K
Mehmet,Aslan,236124787,2.2447383,4,E
Kerem,Kaya,236438606,1.6660522,2,E
Ali,Demir,236371708,2.861098,3,E
Fatma,Yılmaz,236520293,3.7553902,3,K
Deniz,Aslan,236288510,2.3719943,4,K
Yusuf,Öztürk,236472789,1.6324874,3,E
Elif,Koç,236715503,1.4081285,3,K
Emre,Acar,236732567,2.5541723,4,E
Hasan,Öztürk,236049279,1.1882899,4,E
İrem,Aslan,236199051,3.4977076,4,K
Mehmet,Çelik,236841892,2.3421307,3,E
Elif,Yılmaz,236281827,1.6943359,2,K
Ebru,Şahin,236788171,2.1596622,2,K
Mert,Koç,236145682,2.7465649,1,E
Ceren,Demir,236175333,2.4466724,3,K
Zeynep,Öztürk,236726073,1.8467294,3,K
İrem,Demir,236757268,1.9595041,3,K
Ayşe,Doğan,236069079,2.1094353,4,K
Hasan,Aslan,236324153,1.5443463,2,E
Seda,Kaya,236883443,1.6481751,2,K
Yusuf,Doğan,236981475,3.024562,2,E
Zeynep,Öztürk,236075345,3.9024563,3,K
Ebru,Doğan,236165150,2.6144285,4,K
Ayşe,Doğan,236477718,3.5075605,1,K
Mustafa,Aslan,236187422,2.6294022,3,E
Elif,Şahin,236700289,2.611551,1,K
Elif,Doğan,236430862,1.092714,1,K
Ali,Aslan,236655566,2.9159837,4,E
Hasan,Şahin,236044290,1.9774227,3,E
Burak,Acar,236872306,1.5461948,4,E
Fatma,Yılmaz,236175933,3.3843238,2,K
Ebru,Acar,236896117,3.3579056,4,K
Ebru,Demir,236011560,1.4422221,1,K
Ceren,Doğan,236193080,3.9386876,4,K
Kerem,Doğan,236314520,1.7716377,2,E
İrem,Çelik,236498571,3.8606973,4,K
Ayşe,Doğan,236468483,1.5101492,4,K
İrem,Yılmaz,236453619,1.9457512,1,K
Seda,Aslan,236476679,2.3321373,3,K
Burak,Aslan,236408894,1.1916403,3,E
İrem,Kaya,236384286,3.1730773,1,K
Yusuf,Acar,236730123,2.6215706,2,E
Elif,Kaya,236669674,3.1947947,2,K
Yusuf,Çelik,236564770,3.7143795,3,E
Ebru,Demir,236511265,1.4999564,2,K
İrem,Çelik,236247348,1.0749612,2,K
Deniz,Koç,236682910,2.458774,3,K
Deniz,Çelik,236357560,3.9509969,1,K
Fatma,Koç,236234252,3.8764255,2,K
Hasan,Koç,236082794,2.698137,4,E
Emre,Acar,236875319,3.3745713,1,E
Mehmet,Öztürk,236399402,2.9613109,1,E
Yusuf,Öztürk,236042425,2.9437704,3,E
Mehmet,Kaya,236119605,3.5606244,1,E
Fatma,Öztürk,236604614,1.9453387,4,K
Mehmet,Şahin,236563723,2.7476838,3,E
Ayşe,Çelik,236378396,1.5917487,2,K
Mustafa,Aslan,236778405,1.7991531,3,E
Ceren,Doğan,236196819,1.9450037,2,K
Elif,Aslan,236446362,1.0215509,3,K
Mehmet,Çelik,236927941,2.4642937,2,E
Hasan,Yılmaz,236916950,3.10293,2,E
Mehmet,Aslan,236509538,3.4699175,4,E
Ali,Şahin,236313150,3.8270583,2,E
Zeynep,Kaya,236265499,3.3228583,2,K
Mustafa,Yılmaz,236089515,2.1934881,2,E
Fatma,Şahin,236746097,1.5421249,2,K
Ceren,Aslan,236270154,2.7076368,1,K
İrem,Demir,236024802,2.2791457,4,K
Burak,Koç,236100437,3.5293686,4,E
Mustafa,Doğan,236220023,1.9649718,3,E
Fatma,Demir,236155641,2.3230104,1,K
Yusuf,Acar,236241396,2.3572211,4,E
Ali,Kaya,236695116,3.3281999,3,E
Mustafa,Öztürk,236926373,2.595632,2,E
Elif,Çelik,236010801,3.6770682,4,K
Ebru,Acar,236249098,1.0744822,2,K
Kerem,Doğan,236491475,1.3922802,4,E
Elif,Kaya,236757607,3.444251,3,K
Mehmet,Demir,236083907,1.4012144,4,E
Deniz,Aslan,236785906,2.7417238,1,K
Ahmet,Yılmaz,236309239,2.1485896,1,E
Hasan,Doğan,236671202,2.5357723,4,E
Meryem,Çelik,236968808,3.8532352,1,K
İrem,Aslan,236148505,3.9745026,3,K
Zeynep,Aslan,236380303,1.7702028,3,K
Mustafa,Kaya,236858934,2.278131,1,E
Ali,Çelik,236721796,3.1384003,4,E
Ahmet,Aslan,236100930,3.4812746,2,E
İrem,Doğan,236378043,1.2333797,1,K
Burak,Çelik,236691196,2.1693597,3,E
Fatma,Koç,236905765,2.5374517,3,K
Yusuf,Doğan,236084939,3.5482478,2,E
Ali,Şahin,236275432,1.6831713,4,E
Yusuf,Şahin,236819016,1.0462825,2,E
Mehmet,Koç,236499843,3.2353082,4,E
Mustafa,Kaya,236463597,2.77665,3,E
Ahmet,Öztürk,236889673,1.5301735,3,E
Mert,Öztürk,236034726,1.7288231,1,E
Ali,Kaya,236085056,1.6847426,3,E
Hasan,Koç,236782075,1.5450975,1,E
Deniz,Acar,236352094,2.282126,1,K
Ahmet,Yılmaz,236243551,1.8465813,2,E
Ayşe,Aslan,236321128,1.4109752,2,K
Meryem,Demir,236211041,2.367993,4,K
Burak,Çelik,236230959,2.2263513,1,E
Ali,Öztürk,236564980,2.8482008,3,E
İrem,Yılmaz,236314672,2.5660458,4,K
Hasan,Öztürk,236536293,3.800374,3,E
Kerem,Kaya,236619856,3.7225854,4,E
Mehmet,Öztürk,236293729,3.689157,1,E
Elif,Doğan,236535354,1.0760163,1,K
Meryem,Kaya,236414376,1.8003736,2,K
Mustafa,Şahin,236655069,1.04056,1,E
Mehmet,Öztürk,236819738,3.469976,1,E
İrem,Koç,236405582,2.789483,3,K
Ayşe,Acar,236973092,2.5024543,1,K
Yusuf,Koç,236347646,3.382742,2,E
Kerem,Doğan,236459599,2.3544965,1,E
Ali,Yılmaz,236204320,2.6325507,3,E
Yusuf,Öztürk,236882990,3.1778061,2,E
Mehmet,Koç,236003299,3.9699528,1,E
Deniz,Koç,236794282,3.4366703,4,K
Seda,Doğan,236336911,1.4033602,1,K
Burak,Doğan,236200051,2.7628026,3,E
Fatma,Aslan,236998727,3.8361337,3,K
Ahmet,Kaya,236958350,1.8445013,4,E
Mehmet,Doğan,236578275,1.4984355,3,E
Ahmet,Acar,236298558,2.7221453,4,E
Deniz,Koç,236790704,3.2783334,4,K
Meryem,Aslan,236208472,3.2710948,3,K
Yusuf,Yılmaz,236061197,2.5535445,3,E
Ahmet,Yılmaz,236333039,1.1803238,4,E
Hasan,Öztürk,236628652,1.7390509,1,E
Meryem,Yılmaz,236215265,2.30541,1,K
Mert,Şahin,236664746,2.7034554,2,E
İrem,Aslan,236796292,3.203253,2,K
Mustafa,Demir,236883987,3.260363,3,E
Mustafa,Demir,236925752,3.3991673,3,E
Mehmet,Kaya,236884671,2.9178848,1,E
Yusuf,Çelik,236825043,1.84145,4,E
Ebru,Doğan,236191498,1.5428329,4,K
Meryem,Yılmaz,236232811,2.0514874,3,K
İrem,Çelik,236394556,1.6551352,4,K
Mustafa,Aslan,236763596,1.056851,2,E
Ali,Öztürk,236361533,3.0669858,3,E
Elif,Aslan,236670334,2.819202,2,K
Kerem,Acar,236450491,2.890325,1,E
Burak,Öztürk,236643193,2.94736,1,E
Ali,Şahin,236841699,2.6912103,1,E
Ahmet,Yılmaz,236596528,1.068391,4,E
Fatma,Yılmaz,236295872,1.4218185,4,K
Emre,Koç,236202880,1.7564635,1,E
Zeynep,Şahin,236074876,2.627228,1,K
Mehmet,Aslan,236641468,2.9715776,3,E
Ahmet,Öztürk,236230650,1.2373679,2,E
Ahmet,Doğan,236687199,2.009744,3,E
Kerem,Demir,236993429,2.712851,3,E
Zeynep,Doğan,236501460,3.1251166,1,K
Mehmet,Çelik,236308351,2.6306815,1,E
Mustafa,Yılmaz,236654189,3.755853,3,E
Meryem,Şahin,236439553,2.4515293,2,K
Ayşe,Çelik,236658151,2.3126898,2,K
Mustafa,Demir,236779922,2.6995473,4,E
Fatma,Öztürk,236465502,2.3065155,4,K
Mehmet,Aslan,236711967,2.3692646,3,E
İrem,Doğan,236002202,2.3734345,4,K
Deniz,Doğan,236913312,1.8283277,2,K
Burak,Demir,236544190,3.0683599,2,E
Seda,Çelik,236003865,1.8517587,3,K
Zeynep,Kaya,236560529,3.8470955,4,K
Ahmet,Şahin,236170493,2.760565,3,E
Ahmet,Yılmaz,236615155,1.0388784,3,E
Kerem,Öztürk,236391778,2.7682219,3,E
Ahmet,Öztürk,236063078,1.0637181,1,E
Meryem,Aslan,236430569,1.9016278,4,K
Mehmet,Doğan,236921022,2.2995496,4,E
Seda,Aslan,236581686,3.8630774,4,K
Mert,Çelik,236694127,1.6217527,2,E
İrem,Yılmaz,236994896,1.5567434,1,K
Burak,Doğan,236310969,3.3811567,1,E
Elif,Koç,236521181,3.102845,4,K
Seda,Öztürk,236189819,3.7560728,2,K
Hasan,Kaya,236014148,2.9064548,3,E
Mehmet,Acar,236379609,2.6995742,2,E
Emre,Koç,236533991,2.9027965,4,E
Ahmet,Yılmaz,236559443,2.9362648,4,E
Deniz,Öztürk,236254340,3.6494594,4,K
Ayşe,Demir,236800556,2.3647883,3,K
Hasan,Demir,236426415,2.426527,1,E
Fatma,Kaya,236353532,3.1556716,3,K
Kerem,Çelik,236233655,2.4019754,4,E
Mustafa,Şahin,236264283,3.5516543,1,E
Elif,Koç,236334619,3.951395,3,K
Mehmet,Doğan,236260274,2.773035,2,E
Ayşe,Öztürk,236909039,3.133206,3,K
Yusuf,Şahin,236976551,3.2878969,1,E
Mehmet,Doğan,236209752,3.623834,3,E
Elif,Koç,236788653,3.451204,1,K
Mustafa,Kaya,236737385,2.1381502,4,E
Mustafa,Acar,236727854,3.963088,4,E
Seda,Acar,236459361,2.7908468,4,K
Ceren,Koç,236862558,1.7012362,3,K
Ayşe,Kaya,236763914,2.3019462,1,K
Mehmet,Yılmaz,236742438,1.0918406,4,E
Emre,Öztürk,236712504,3.4875476,4,E
Ayşe,Yılmaz,236928178,1.785344,1,K
Meryem,Doğan,236207523,3.694102,1,K
Mustafa,Koç,236639327,2.8751926,4,E
Hasan,Öztürk,236606506,1.5854179,4,E
İrem,Yılmaz,236300556,3.2585015,4,K
Ali,Öztürk,236528237,1.8464097,1,E
Ayşe,Koç,236243332,2.8961482,2,K
Fatma,Doğan,236041165,1.5620043,1,K
İrem,Acar,236668877,2.2361417,3,K
Zeynep,Öztürk,236394379,3.4150064,4,K
Mert,Kaya,236366873,2.8585873,3,E
Ebru,Şahin,236284484,2.840085,2,K
Ayşe,Acar,236553167,2.5642464,1,K
Burak,Kaya,236078861,3.30499,2,E
Mert,Çelik,236845501,2.6332474,4,E
Zeynep,Öztürk,236131256,1.1628859,2,K
Deniz,Kaya,236102436,2.4382484,2,K
Hasan,Doğan,236665514,3.7451606,1,E
Ali,Acar,236431719,3.0102184,4,E
İrem,Demir,236131039,3.5217392,4,K
Zeynep,Acar,236821850,2.6685228,3,K
Seda,Çelik,236572868,2.2409017,1,K
Emre,Yılmaz,236390379,1.4743919,3,E
Burak,Aslan,236177975,3.7336216,4,E
Fatma,Aslan,236581624,1.7228793,2,K
Seda,Demir,236631206,1.8048898,3,K
Kerem,Çelik,236317749,3.0185397,3,E
Mustafa,Öztürk,236355850,2.878324,2,E
Seda,Koç,236148992,2.8903148,4,K
Mehmet,Demir,236468488,2.3682477,4,E
Deniz,Öztürk,236283276,3.4881945,3,K
Mert,Aslan,236535595,1.4485524,1,E
Emre,Aslan,236352110,2.405419,2,E
Fatma,Şahin,236893128,3.8089437,3,K
Ebru,Yılmaz,236429007,2.2132483,2,K
Hasan,Doğan,236249334,2.2410667,2,E
Mert,Kaya,236459446,3.1491823,4,E
Mustafa,Öztürk,236489137,3.59966,4,E
Burak,Kaya,236069881,3.723169,1,E
Ayşe,Acar,236885459,3.7230191,3,K
Ahmet,Çelik,236720585,3.5995784,1,E
Ebru,Demir,236481142,3.6740417,2,K
Meryem,Şahin,236967007,2.1659873,1,K
Ali,Öztürk,236956786,2.8449593,3,E
Yusuf,Yılmaz,236918479,3.0441575,2,E
Elif,Kaya,236109238,1.7381623,4,K
Ali,Çelik,236031536,1.6556919,2,E
Burak,Doğan,236852814,2.0405254,2,E
Mert,Koç,236437292,2.6870072,3,E
Mustafa,Doğan,236152441,2.9132211,2,E
Fatma,Aslan,236945522,1.1584159,3,K
Burak,Yılmaz,236784172,2.4526467,2,E
Deniz,Yılmaz,236010558,2.1838005,2,K
Hasan,Yılmaz,236298864,2.2859201,3,E
Emre,Öztürk,236448906,1.694787,1,E
Emre,Demir,236195932,3.2571387,1,E
Hasan,Şahin,236619932,2.321271,4,E
Deniz,Demir,236663543,2.6646478,3,K
Mustafa,Öztürk,236307507,2.5840602,1,E
İrem,Çelik,236460213,1.3168752,1,K
Hasan,Çelik,236163351,3.0213223,2,E
Ahmet,Kaya,236658389,3.592524,3,E
Deniz,Koç,236584836,2.18514,2,K
Ali,Aslan,236005916,1.2932767,3,E
Kerem,Doğan,236187899,3.5950947,4,E
Burak,Demir,236774585,1.452542,2,E
Burak,Koç,236456493,3.1003435,1,E
Seda,Yılmaz,236748413,1.7666594,4,K
Meryem,Öztürk,236743053,3.1986783,1,K
Emre,Aslan,236101885,1.3154725,4,E
Meryem,Doğan,236647033,2.0997484,1,K
Kerem,Acar,236135310,3.8730435,1,E
Emre,Kaya,236326605,2.7497838,2,E
Zeynep,Yılmaz,236256485,3.027877,2,K
Burak,Çelik,236301388,2.0972085,4,E
Ceren,Koç,236673617,1.4523249,3,K
Fatma,Yılmaz,236470900,1.1535414,2,K
Deniz,Doğan,236053471,3.9155018,2,K
Emre,Demir,236876005,1.3636163,2,E
Yusuf,Demir,236362769,3.7212672,4,E
Deniz,Çelik,236692662,3.5557256,3,K
Elif,Koç,236107907,3.3865085,3,K
Hasan,Doğan,236123548,2.7987332,2,E
Hasan,Koç,236113059,2.03458,2,E
Zeynep,Yılmaz,236443263,3.4930594,2,K
Ali,Yılmaz,236482323,1.6594265,4,E
Burak,Çelik,236604131,1.4998953,2,E
Zeynep,Yılmaz,236410342,3.3783963,3,K
Ahmet,Acar,236105144,1.2428794,4,E
Mustafa,Kaya,236550395,1.8123878,4,E
Ebru,Aslan,236943367,3.0641518,1,K
İrem,Acar,236143810,1.8527762,3,K
Zeynep,Koç,236318082,2.3883028,2,K
Mustafa,Şahin,236671697,3.3531413,3,E
Ayşe,Öztürk,236395119,2.0398817,1,K
Emre,Öztürk,236873130,2.5434113,1,E
Hasan,Öztürk,236437176,2.610159,4,E
Elif,Doğan,236292565,3.543517,2,K
Deniz,Şahin,236927642,1.7046776,4,K
Hasan,Çelik,236474908,1.8575106,1,E
İrem,Şahin,236755376,2.993311,3,K
Ayşe,Kaya,236403952,3.7774444,4,K
Mert,Acar,236596836,3.8882747,4,E
Ayşe,Doğan,236174431,1.6049082,3,K
Ahmet,Demir,236253370,3.6926172,2,E
Meryem,Şahin,236922615,3.4083042,3,K
Mert,Şahin,236798912,1.8825488,2,E
Ayşe,Demir,236104835,3.8427284,1,K
İrem,Yılmaz,236547229,1.6426405,3,K
Elif,Aslan,236944039,3.549334,3,K
Ali,Demir,236929661,1.5851023,2,E
Deniz,Acar,236929699,3.770509,4,K
Deniz,Öztürk,236976223,3.115337,2,K
Mustafa,Acar,236603369,3.5299687,3,E
Mehmet,Öztürk,236307844,2.9086869,3,E
Ahmet,Kaya,236718436,1.7624805,3,E
Kerem,Şahin,236390717,2.3313236,2,E
Ahmet,Yılmaz,236205647,2.881443,1,E
Ali,Kaya,236283287,1.155721,2,E
Deniz,Doğan,236803190,1.9547563,3,K
Ahmet,Demir,236450605,1.0129333,4,E
Ahmet,Demir,236180371,1.9466608,4,E
Ali,Demir,236373586,2.5053866,3,E
Elif,Yılmaz,236065552,3.6674953,2,K
Meryem,Öztürk,236906146,3.7311435,1,K
Deniz,Acar,236780253,2.462254,2,K
İrem,Çelik,236184045,1.9902941,3,K
Ahmet,Yılmaz,236688119,3.3356485,4,E
Ebru,Kaya,236555143,3.1435757,3,K
Kerem,Demir,236717181,3.744947,4,E
Burak,Aslan,236727670,2.3504374,3,E
Ali,Kaya,236577270,2.5467143,1,E
Meryem,Yılmaz,236432384,3.7471294,2,K
Yusuf,Yılmaz,236340651,3.4297667,4,E
Seda,Demir,236847513,1.9441587,4,K
Elif,Koç,236134117,1.2399697,4,K
Elif,Aslan,236863919,2.5764368,2,K
İrem,Acar,236604557,2.054316,3,K
Burak,Koç,236440922,1.4690845,4,E
Elif,Aslan,236996017,3.0263808,4,K
Zeynep,Şahin,236212010,2.2053797,2,K
Kerem,Koç,236263665,2.2046678,4,E
Seda,Yılmaz,236842437,2.557191,2,K
Ebru,Şahin,236279987,1.9182093,3,K
Hasan,Şahin,236146718,2.4933293,1,E
Hasan,Çelik,236918705,2.423182,1,E
Kerem,Koç,236673493,1.7018565,1,E
Hasan,Aslan,236497578,2.777311,3,E
Emre,Doğan,236015253,2.2381876,1,E
Ceren,Şahin,236501871,2.3575244,4,K
Mehmet,Acar,236583395,1.0222895,3,E
Deniz,Çelik,236159106,3.9599237,1,K
Kerem,Çelik,236545562,3.095924,2,E
Mehmet,Koç,236382625,2.1630306,2,E
