=== GANO'ya göre sıralı tüm öğrenciler ===
Tarih: Sun Nov 02 15:56:25 TRT 2025
Toplam Öğrenci: 10001
İsim         Soyad        No           GANO     Sınıf  Cinsiyet
----------------------------------------------------------------
Hasan        Acar         236081366    4,00     4      E
Zeynep       Doğan        236126847    3,98     2      K
Ebru         Kaya         236359552    3,98     1      K
Ceren        Koç          236148380    3,98     4      K
Ayşe         Aslan        236225775    3,98     1      K
Zeynep       Yılmaz       236518044    3,98     1      K
Ali          Aslan        236826250    3,98     1      E
Ali          Acar         236821835    3,98     1      E
İrem         Yılmaz       236667593    3,98     2      K
Ayşe         Acar         236592664    3,98     4      K
Ali          Çelik        236585181    3,98     1      E
Seda         Öztürk       236206556    3,98     1      K
Zeynep       Acar         236462900    3,98     2      K
Meryem       Demir        236302877    3,98     1      K
İrem         Yılmaz       236863521    3,98     4      K
Hasan        Kaya         236566548    3,98     1      E
Ayşe         Acar         236130815    3,98     1      K
Burak        Aslan        236280050    3,97     2      E
Ayşe         Doğan        236459998    3,97     3      K
Hasan        Kaya         236812258    3,97     3      E
Seda         Demir        236364485    3,97     4      K
Ahmet        Demir        236054444    3,97     3      E
Zeynep       Şahin        236826090    3,97     1      K
Mustafa      Acar         236624087    3,97     1      E
Mert         Yılmaz       236995805    3,97     2      E
Yusuf        Aslan        236598455    3,97     1      E
Elif         Kaya         236636441    3,97     4      K
İrem         Aslan        236636387    3,97     4      K
Mert         Şahin        236612278    3,97     1      E
Ali          Acar         236626461    3,97     4      E
Hasan        Doğan        236667764    3,97     1      E
Mert         Yılmaz       236148792    3,97     3      E
Hasan        Öztürk       236651936    3,97     3      E
Ebru         Doğan        236676655    3,97     4      K
İrem         Kaya         236360141    3,97     1      K
Ali          Doğan        236939198    3,97     4      E
Ayşe         Doğan        236134751    3,97     2      K
Deniz        Demir        236031384    3,97     4      K
Seda         Kaya         236999627    3,97     4      K
Elif         Doğan        236955293    3,97     4      K
Burak        Şahin        236333797    3,97     2      E
Burak        Şahin        236229066    3,97     3      E
Hasan        Şahin        236465724    3,97     1      E
Mert         Şahin        236598671    3,97     2      E
Ebru         Kaya         236573093    3,97     1      K
Yusuf        Şahin        236337999    3,97     4      E
Fatma        Öztürk       236407986    3,97     3      K
Mert         Aslan        236878060    3,97     1      E
Ebru         Acar         236098063    3,97     1      K
Seda         Doğan        236752063    3,97     3      K
Yusuf        Şahin        236212390    3,97     1      E
Burak        Şahin        236688825    3,97     2      E
Fatma        Koç          236653807    3,97     4      K
Burak        Demir        236747270    3,97     4      E
Emre         Demir        236724020    3,97     3      E
Fatma        Aslan        236236334    3,97     3      K
Kerem        Demir        236785925    3,97     2      E
Ceren        Yılmaz       236134032    3,97     1      K
İrem         Öztürk       236601410    3,97     4      K
Kerem        Yılmaz       236478394    3,96     4      E
Mustafa      Acar         236707804    3,96     3      E
Ceren        Çelik        236248878    3,96     3      K
Meryem       Öztürk       236990477    3,96     3      K
İrem         Yılmaz       236197345    3,96     2      K
Burak        Kaya         236467513    3,96     2      E
Ali          Koç          236026628    3,96     1      E
Ceren        Demir        236529135    3,96     2      K
Burak        Çelik        236252210    3,96     4      E
Seda         Demir        236264762    3,96     3      K
Elif         Acar         236230264    3,96     1      K
Mert         Öztürk       236298435    3,96     4      E
Mert         Koç          236330432    3,96     1      E
Mustafa      Yılmaz       236190671    3,96     1      E
Ahmet        Demir        236063903    3,96     3      E
Emre         Şahin        236958413    3,96     4      E
Hasan        Doğan        236627491    3,96     2      E
Zeynep       Acar         236310879    3,96     2      K
Mert         Şahin        236865581    3,96     4      E
Ayşe         Acar         236848232    3,96     1      K
Emre         Kaya         236923952    3,96     3      E
Meryem       Aslan        236028836    3,96     1      K
Ahmet        Aslan        236585222    3,96     2      E
Elif         Koç          236291457    3,96     1      K
Mustafa      Acar         236392310    3,96     1      E
Hasan        Çelik        236446715    3,96     3      E
Mehmet       Yılmaz       236451868    3,96     3      E
Mehmet       Kaya         236483278    3,96     1      E
Zeynep       Yılmaz       236656675    3,96     2      K
Seda         Demir        236205858    3,96     4      K
Fatma        Aslan        236827995    3,96     2      K
Ceren        Yılmaz       236076759    3,96     4      K
Meryem       Demir        236954387    3,96     2      K
Mehmet       Şahin        236465029    3,96     2      E
Fatma        Öztürk       236555537    3,96     3      K
Mustafa      Öztürk       236745307    3,96     4      E
Ebru         Aslan        236107979    3,96     1      K
Zeynep       Yılmaz       236874923    3,96     1      K
Ceren        Şahin        236728126    3,96     2      K
Ceren        Şahin        236516338    3,96     1      K
Ali          Öztürk       236141917    3,95     3      E
Hasan        Çelik        236940302    3,95     1      E
Burak        Kaya         236337434    3,95     1      E
Ali          Koç          236728499    3,95     1      E
Burak        Aslan        236106849    3,95     1      E
Kerem        Öztürk       236916934    3,95     4      E
Emre         Demir        236558876    3,95     4      E
Seda         Şahin        236486350    3,95     3      K
Emre         Acar         236941387    3,95     2      E
Ebru         Yılmaz       236841092    3,95     3      K
Ali          Doğan        236495279    3,95     1      E
Elif         Doğan        236726521    3,95     4      K
Mert         Demir        236986506    3,95     3      E
Yusuf        Yılmaz       236856208    3,95     2      E
Ceren        Kaya         236179196    3,95     1      K
Deniz        Öztürk       236145667    3,95     4      K
Seda         Demir        236535463    3,95     2      K
Deniz        Demir        236999298    3,95     1      K
Emre         Aslan        236627063    3,95     4      E
Seda         Kaya         236597809    3,95     3      K
Yusuf        Doğan        236676596    3,95     4      E
Elif         Öztürk       236708748    3,95     1      K
Ebru         Acar         236048574    3,95     3      K
Mert         Acar         236879890    3,95     2      E
İrem         Çelik        236231617    3,95     3      K
Ceren        Öztürk       236641233    3,95     3      K
Elif         Aslan        236844495    3,95     3      K
Elif         Doğan        236736403    3,94     4      K
Zeynep       Doğan        236403054    3,94     2      K
Ceren        Aslan        236608955    3,94     3      K
Fatma        Doğan        236597287    3,94     1      K
Meryem       Koç          236643023    3,94     1      K
Meryem       Aslan        236333729    3,94     3      K
Mehmet       Şahin        236216315    3,94     2      E
Burak        Yılmaz       236625448    3,94     1      E
Hasan        Şahin        236351749    3,94     2      E
Mert         Öztürk       236520313    3,94     1      E
Mustafa      Öztürk       236219919    3,94     2      E
Ali          Aslan        236611912    3,94     2      E
Mehmet       Kaya         236945875    3,94     2      E
Ebru         Yılmaz       236004056    3,94     4      K
Burak        Koç          236398164    3,94     2      E
Mehmet       Aslan        236277664    3,94     2      E
Seda         Kaya         236015144    3,94     1      K
Emre         Öztürk       236475494    3,94     3      E
Zeynep       Çelik        236292180    3,94     1      K
Emre         Doğan        236196275    3,94     1      E
Mert         Öztürk       236179976    3,94     1      E
Emre         Acar         236247350    3,94     4      E
Ahmet        Şahin        236369032    3,94     4      E
Zeynep       Doğan        236958614    3,94     4      K
Elif         Kaya         236632934    3,94     1      K
Emre         Çelik        236642363    3,94     1      E
Hasan        Doğan        236992866    3,94     1      E
Elif         Aslan        236275278    3,94     3      K
Meryem       Doğan        236575944    3,94     2      K
Seda         Acar         236872476    3,94     4      K
Emre         Demir        236400492    3,94     3      E
Emre         Çelik        236607405    3,94     3      E
Mustafa      Doğan        236329269    3,94     1      E
Yusuf        Öztürk       236470814    3,94     1      E
Ayşe         Koç          236035747    3,93     2      K
Ahmet        Yılmaz       236906608    3,93     4      E
Ebru         Çelik        236108704    3,93     1      K
Meryem       Kaya         236398977    3,93     1      K
Ayşe         Doğan        236626226    3,93     1      K
Mert         Kaya         236527034    3,93     3      E
Mert         Yılmaz       236324992    3,93     1      E
Emre         Aslan        236798005    3,93     3      E
Ebru         Aslan        236706791    3,93     4      K
Ali          Aslan        236222154    3,93     4      E
Zeynep       Doğan        236271826    3,93     3      K
Zeynep       Demir        236461377    3,93     3      K
Hasan        Koç          236307536    3,93     4      E
Burak        Çelik        236748954    3,93     1      E
Fatma        Şahin        236357809    3,93     4      K
Ali          Aslan        236067018    3,93     4      E
Ayşe         Acar         236706423    3,93     3      K
Mustafa      Çelik        236476391    3,93     4      E
Ali          Aslan        236253668    3,93     3      E
Zeynep       Doğan        236783025    3,93     3      K
Zeynep       Şahin        236657791    3,93     1      K
Ayşe         Şahin        236376202    3,93     3      K
Zeynep       Öztürk       236137496    3,93     3      K
Seda         Koç          236963321    3,93     2      K
Ebru         Yılmaz       236604498    3,93     2      K
Kerem        Şahin        236220728    3,93     2      E
Burak        Yılmaz       236664645    3,93     4      E
Burak        Yılmaz       236813029    3,93     2      E
Mert         Acar         236295592    3,93     3      E
Ali          Yılmaz       236190040    3,93     1      E
Emre         Şahin        236107222    3,93     4      E
Kerem        Acar         236046270    3,93     4      E
Burak        Şahin        236768638    3,93     2      E
Elif         Yılmaz       236390642    3,93     4      K
Elif         Şahin        236977506    3,92     3      K
Burak        Öztürk       236931862    3,92     4      E
Ayşe         Yılmaz       236942233    3,92     2      K
Yusuf        Yılmaz       236955323    3,92     1      E
Seda         Öztürk       236107647    3,92     1      K
Mehmet       Şahin        236859202    3,92     2      E
Kerem        Şahin        236872374    3,92     3      E
Ahmet        Şahin        236628807    3,92     1      E
Ceren        Doğan        236168118    3,92     2      K
Deniz        Şahin        236787154    3,92     3      K
Meryem       Çelik        236343309    3,92     3      K
Deniz        Öztürk       236914163    3,92     3      K
Ayşe         Aslan        236169953    3,92     1      K
Burak        Doğan        236082514    3,92     4      E
Fatma        Demir        236671461    3,92     2      K
Ahmet        Doğan        236321136    3,92     3      E
Ebru         Öztürk       236972867    3,92     4      K
Burak        Aslan        236704095    3,92     2      E
Seda         Doğan        236816904    3,92     4      K
Hasan        Demir        236300648    3,92     4      E
Fatma        Aslan        236011021    3,92     3      K
Ahmet        Şahin        236989680    3,92     1      E
Ebru         Demir        236982961    3,92     4      K
Fatma        Çelik        236589812    3,92     4      K
Fatma        Koç          236871506    3,92     3      K
Deniz        Koç          236178900    3,92     3      K
Hasan        Doğan        236463293    3,91     1      E
Ceren        Koç          236171739    3,91     3      K
Mustafa      Acar         236491153    3,91     2      E
Mert         Aslan        236939292    3,91     1      E
Ebru         Şahin        236154933    3,91     3      K
Meryem       Çelik        236553126    3,91     1      K
Ahmet        Koç          236995076    3,91     1      E
Ayşe         Aslan        236884507    3,91     4      K
Zeynep       Aslan        236613101    3,91     3      K
Mustafa      Kaya         236060821    3,91     1      E
Ceren        Acar         236354907    3,91     3      K
Deniz        Koç          236347959    3,91     4      K
Ebru         Kaya         236561807    3,91     4      K
Mert         Acar         236833609    3,91     4      E
Ebru         Şahin        236386861    3,91     1      K
Fatma        Kaya         236490449    3,91     4      K
Elif         Koç          236700989    3,91     4      K
Yusuf        Yılmaz       236993842    3,91     2      E
Meryem       Şahin        236456621    3,91     2      K
Elif         Yılmaz       236448030    3,91     1      K
Mustafa      Doğan        236959406    3,91     3      E
Deniz        Aslan        236423202    3,91     3      K
İrem         Yılmaz       236830907    3,91     2      K
İrem         Doğan        236897978    3,91     1      K
Hasan        Kaya         236906189    3,91     2      E
Burak        Demir        236459712    3,91     2      E
Hasan        Çelik        236865824    3,91     1      E
Ahmet        Acar         236855942    3,91     2      E
İrem         Demir        236807255    3,91     3      K
Kerem        Çelik        236162803    3,91     3      E
Elif         Demir        236485026    3,91     3      K
Seda         Demir        236102684    3,91     4      K
Hasan        Demir        236674630    3,91     1      E
Elif         Aslan        236837246    3,91     3      K
Mustafa      Yılmaz       236582163    3,91     1      E
Yusuf        Çelik        236592004    3,91     2      E
Meryem       Kaya         236970622    3,90     1      K
Mehmet       Yılmaz       236308866    3,90     2      E
Ahmet        Kaya         236893741    3,90     3      E
Mustafa      Doğan        236745759    3,90     2      E
Ahmet        Kaya         236035539    3,90     4      E
Mustafa      Aslan        236402760    3,90     3      E
Fatma        Şahin        236965142    3,90     3      K
Fatma        Aslan        236891110    3,90     2      K
Ali          Acar         236027557    3,90     4      E
Elif         Çelik        236761327    3,90     4      K
Ali          Kaya         236768545    3,90     2      E
Emre         Şahin        236361824    3,90     2      E
Kerem        Koç          236960273    3,90     3      E
Mehmet       Şahin        236463223    3,90     4      E
Mert         Çelik        236696303    3,90     3      E
Mustafa      Koç          236590902    3,90     4      E
Emre         Acar         236759214    3,90     1      E
Mehmet       Demir        236217690    3,90     1      E
Deniz        Demir        236662181    3,90     4      K
Ebru         Öztürk       236311716    3,90     4      K
Kerem        Öztürk       236832378    3,90     1      E
Deniz        Acar         236438854    3,90     1      K
Zeynep       Koç          236508206    3,90     2      K
Emre         Aslan        236682228    3,90     4      E
Mert         Öztürk       236727805    3,90     1      E
Ayşe         Yılmaz       236993267    3,90     4      K
Emre         Öztürk       236810702    3,90     2      E
Emre         Aslan        236515372    3,90     2      E
Seda         Demir        236139252    3,90     4      K
Fatma        Öztürk       236873997    3,90     4      K
Ahmet        Yılmaz       236301732    3,90     1      E
Seda         Doğan        236923896    3,90     4      K
Ebru         Öztürk       236255555    3,90     4      K
Emre         Öztürk       236043128    3,90     3      E
Ceren        Şahin        236878872    3,90     1      K
Kerem        Doğan        236214936    3,90     4      E
Yusuf        Kaya         236246919    3,90     2      E
Kerem        Çelik        236179273    3,90     2      E
Yusuf        Öztürk       236891176    3,89     1      E
Fatma        Öztürk       236163836    3,89     4      K
Ali          Demir        236109797    3,89     4      E
Yusuf        Şahin        236985798    3,89     4      E
Ayşe         Acar         236522490    3,89     2      K
Fatma        Koç          236143938    3,89     2      K
Mert         Acar         236632457    3,89     4      E
Elif         Şahin        236532906    3,89     2      K
Meryem       Demir        236096237    3,89     2      K
Emre         Doğan        236533343    3,89     2      E
Zeynep       Aslan        236965441    3,89     4      K
Burak        Çelik        236839258    3,89     3      E
Ali          Çelik        236396152    3,89     1      E
Ahmet        Yılmaz       236390404    3,89     4      E
Mustafa      Çelik        236296544    3,89     3      E
Elif         Yılmaz       236067407    3,89     1      K
Fatma        Demir        236772364    3,89     3      K
Mehmet       Demir        236958250    3,89     4      E
Mustafa      Demir        236758790    3,89     2      E
Mustafa      Doğan        236979876    3,89     4      E
Zeynep       Çelik        236506152    3,89     2      K
Ebru         Yılmaz       236316988    3,89     3      K
Hasan        Kaya         236249052    3,89     2      E
Burak        Koç          236400562    3,89     1      E
Deniz        Çelik        236754073    3,89     4      K
Ahmet        Koç          236390188    3,89     1      E
Elif         Demir        236557227    3,89     3      K
Meryem       Şahin        236217859    3,89     3      K
Mert         Çelik        236472183    3,89     2      E
Zeynep       Kaya         236483069    3,89     1      K
Ceren        Kaya         236999624    3,89     1      K
Ahmet        Şahin        236051870    3,89     1      E
Meryem       Kaya         236327854    3,89     1      K
Ayşe         Acar         236991731    3,89     2      K
Mert         Şahin        236348852    3,89     1      E
Emre         Şahin        236524348    3,88     3      E
Ayşe         Demir        236976061    3,88     1      K
Ahmet        Koç          236138634    3,88     1      E
İrem         Aslan        236100009    3,88     4      K
Seda         Demir        236981499    3,88     2      K
Ahmet        Koç          236325136    3,88     3      E
Zeynep       Kaya         236077305    3,88     2      K
Ayşe         Şahin        236839684    3,88     2      K
Ahmet        Öztürk       236691326    3,88     2      E
Mehmet       Koç          236306548    3,88     2      E
Ayşe         Öztürk       236834684    3,88     1      K
Mehmet       Öztürk       236159394    3,88     1      E
Hasan        Demir        236725623    3,88     1      E
Ali          Kaya         236642661    3,88     2      E
Kerem        Aslan        236689436    3,88     2      E
Emre         Koç          236875905    3,88     1      E
Emre         Acar         236883014    3,88     1      E
Ebru         Doğan        236179020    3,88     3      K
İrem         Demir        236330098    3,88     2      K
Ebru         Öztürk       236504352    3,88     2      K
Hasan        Demir        236233580    3,88     1      E
Elif         Acar         236155750    3,88     3      K
Kerem        Çelik        236112002    3,88     1      E
Hasan        Demir        236888470    3,88     1      E
Ebru         Acar         236239814    3,88     2      K
Ali          Şahin        236890027    3,88     4      E
Ebru         Demir        236220026    3,88     3      K
Ayşe         Acar         236409212    3,88     1      K
İrem         Çelik        236954842    3,88     4      K
Mehmet       Doğan        236892968    3,87     2      E
Ali          Koç          236694813    3,87     4      E
Mehmet       Çelik        236904421    3,87     4      E
İrem         Doğan        236339329    3,87     4      K
Mehmet       Demir        236967863    3,87     1      E
Ebru         Acar         236174648    3,87     4      K
Ayşe         Acar         236143310    3,87     3      K
Mustafa      Koç          236054061    3,87     4      E
Yusuf        Şahin        236951945    3,87     3      E
Ayşe         Kaya         236031211    3,87     2      K
Kerem        Acar         236181666    3,87     4      E
Yusuf        Demir        236321623    3,87     3      E
Mustafa      Doğan        236578028    3,87     3      E
Kerem        Şahin        236658046    3,87     4      E
Mustafa      Öztürk       236685122    3,87     2      E
Kerem        Koç          236044453    3,87     4      E
Ahmet        Koç          236304086    3,87     4      E
İrem         Yılmaz       236443193    3,87     1      K
Mustafa      Şahin        236324051    3,87     4      E
Ahmet        Öztürk       236465428    3,87     2      E
Meryem       Kaya         236576329    3,87     1      K
Mustafa      Aslan        236273952    3,87     3      E
Elif         Acar         236252589    3,87     4      K
Zeynep       Kaya         236557057    3,87     2      K
Ayşe         Çelik        236665422    3,87     3      K
Emre         Şahin        236889439    3,87     4      E
Seda         Çelik        236496286    3,87     1      K
Kerem        Doğan        236036526    3,86     1      E
Yusuf        Kaya         236844940    3,86     2      E
İrem         Kaya         236708716    3,86     2      K
Deniz        Yılmaz       236495561    3,86     3      K
Kerem        Çelik        236280620    3,86     4      E
Burak        Aslan        236595243    3,86     1      E
Deniz        Öztürk       236772410    3,86     1      K
Fatma        Aslan        236627035    3,86     3      K
Ali          Kaya         236182408    3,86     1      E
Fatma        Aslan        236291228    3,86     2      K
Zeynep       Aslan        236421499    3,86     3      K
Seda         Aslan        236182073    3,86     2      K
Yusuf        Kaya         236974589    3,86     4      E
İrem         Doğan        236720375    3,86     1      K
Mustafa      Koç          236976702    3,86     2      E
Mustafa      Öztürk       236649039    3,86     1      E
İrem         Acar         236637038    3,86     3      K
Ceren        Aslan        236784120    3,86     3      K
Meryem       Doğan        236433675    3,86     3      K
Mustafa      Şahin        236110485    3,86     3      E
Ayşe         Çelik        236587613    3,86     1      K
Zeynep       Öztürk       236439494    3,86     4      K
Mustafa      Koç          236107662    3,86     3      E
Ebru         Yılmaz       236253556    3,86     3      K
Burak        Şahin        236063206    3,86     3      E
Ceren        Öztürk       236541504    3,86     2      K
Ebru         Yılmaz       236374035    3,86     3      K
Ali          Yılmaz       236104343    3,86     4      E
Ali          Öztürk       236009450    3,86     4      E
Yusuf        Doğan        236512822    3,86     2      E
Zeynep       Kaya         236153678    3,86     4      K
İrem         Acar         236808402    3,86     1      K
Seda         Aslan        236380646    3,86     4      K
Kerem        Çelik        236704798    3,86     4      E
Ahmet        Şahin        236155808    3,86     4      E
Mustafa      Şahin        236101082    3,85     3      E
Kerem        Kaya         236343361    3,85     4      E
Yusuf        Koç          236717818    3,85     1      E
Mert         Çelik        236708456    3,85     2      E
Fatma        Koç          236669351    3,85     3      K
Mert         Yılmaz       236037079    3,85     1      E
Ayşe         Öztürk       236649543    3,85     1      K
Emre         Çelik        236544529    3,85     4      E
Ceren        Aslan        236336042    3,85     1      K
Burak        Çelik        236504899    3,85     3      E
Mustafa      Demir        236101361    3,85     2      E
Deniz        Çelik        236785272    3,85     3      K
Yusuf        Yılmaz       236378827    3,85     1      E
Burak        Kaya         236941503    3,85     3      E
Yusuf        Çelik        236717698    3,85     2      E
Hasan        Koç          236256592    3,85     1      E
Fatma        Yılmaz       236646364    3,85     2      K
Zeynep       Kaya         236447988    3,85     3      K
Zeynep       Aslan        236269693    3,85     3      K
Hasan        Demir        236856035    3,85     1      E
Hasan        Aslan        236759471    3,85     2      E
Yusuf        Aslan        236222366    3,85     3      E
Ebru         Kaya         236519388    3,85     2      K
Ceren        Kaya         236272366    3,85     2      K
Mehmet       Koç          236115182    3,85     4      E
Deniz        Kaya         236985655    3,85     2      K
İrem         Koç          236968751    3,85     3      K
Burak        Koç          236188004    3,85     4      E
Ceren        Öztürk       236201037    3,84     2      K
Ayşe         Koç          236336490    3,84     2      K
Ayşe         Koç          236878627    3,84     2      K
Ali          Aslan        236585167    3,84     2      E
Ali          Aslan        236349899    3,84     1      E
Fatma        Aslan        236080598    3,84     3      K
İrem         Öztürk       236847645    3,84     3      K
Ebru         Acar         236811456    3,84     3      K
Deniz        Şahin        236424802    3,84     2      K
Yusuf        Doğan        236420565    3,84     1      E
Ahmet        Doğan        236135269    3,84     1      E
Ayşe         Şahin        236688991    3,84     4      K
Mustafa      Öztürk       236419614    3,84     3      E
Ebru         Çelik        236010456    3,84     4      K
Ayşe         Demir        236906501    3,84     1      K
Mehmet       Demir        236319577    3,84     3      E
Mehmet       Doğan        236832142    3,84     1      E
Mert         Doğan        236823431    3,84     1      E
Yusuf        Aslan        236223128    3,84     3      E
Seda         Şahin        236195557    3,84     1      K
Ebru         Şahin        236972679    3,84     4      K
İrem         Çelik        236115001    3,84     4      K
Ali          Aslan        236843665    3,84     3      E
Ceren        Acar         236252061    3,84     3      K
İrem         Kaya         236602986    3,84     2      K
Hasan        Doğan        236038265    3,84     4      E
Mehmet       Şahin        236744359    3,84     1      E
Seda         Kaya         236370192    3,84     4      K
Emre         Koç          236775829    3,84     1      E
Ayşe         Çelik        236908452    3,84     4      K
Burak        Doğan        236056221    3,84     1      E
Ahmet        Doğan        236664363    3,84     2      E
Ali          Çelik        236702341    3,84     3      E
Ceren        Koç          236269588    3,84     2      K
Mustafa      Kaya         236538101    3,84     1      E
Hasan        Öztürk       236889116    3,84     4      E
Burak        Doğan        236809376    3,84     3      E
Ali          Aslan        236331592    3,84     1      E
Zeynep       Demir        236161576    3,84     3      K
Mert         Aslan        236328142    3,84     4      E
Emre         Kaya         236150813    3,84     3      E
Ali          Kaya         236379067    3,84     3      E
Emre         Kaya         236204927    3,83     2      E
Fatma        Çelik        236574169    3,83     4      K
Seda         Şahin        236373684    3,83     4      K
Emre         Yılmaz       236653004    3,83     4      E
Kerem        Şahin        236372894    3,83     1      E
Ayşe         Kaya         236981135    3,83     2      K
Hasan        Koç          236136460    3,83     2      E
Mustafa      Şahin        236375305    3,83     2      E
Ebru         Acar         236426536    3,83     3      K
Mert         Şahin        236014970    3,83     4      E
Deniz        Doğan        236430296    3,83     1      K
Ayşe         Şahin        236618507    3,83     1      K
Hasan        Koç          236789078    3,83     3      E
İrem         Aslan        236626042    3,83     2      K
Seda         Çelik        236636811    3,83     4      K
Mehmet       Demir        236724974    3,83     2      E
Fatma        Öztürk       236708370    3,83     1      K
Ayşe         Kaya         236615447    3,83     4      K
İrem         Çelik        236298337    3,83     4      K
Mustafa      Öztürk       236359443    3,83     3      E
Ayşe         Doğan        236277384    3,83     1      K
Ayşe         Öztürk       236842552    3,83     3      K
Mert         Öztürk       236018276    3,83     2      E
Kerem        Acar         236988158    3,83     3      E
Ceren        Doğan        236996360    3,83     2      K
Yusuf        Çelik        236207547    3,83     2      E
Ceren        Koç          236997006    3,83     2      K
Zeynep       Yılmaz       236382179    3,83     3      K
Yusuf        Doğan        236107619    3,83     3      E
Elif         Demir        236592770    3,83     4      K
Deniz        Kaya         236133814    3,83     1      K
Fatma        Acar         236239189    3,83     1      K
İrem         Koç          236911626    3,83     3      K
Kerem        Acar         236995834    3,83     2      E
Ceren        Kaya         236045433    3,83     3      K
Seda         Doğan        236737729    3,82     3      K
Elif         Şahin        236552110    3,82     1      K
Hasan        Demir        236638456    3,82     4      E
Emre         Koç          236828191    3,82     4      E
Mustafa      Öztürk       236378609    3,82     4      E
Mustafa      Yılmaz       236767612    3,82     3      E
Ahmet        Öztürk       236077966    3,82     1      E
Fatma        Öztürk       236511677    3,82     1      K
Seda         Demir        236275441    3,82     2      K
Mustafa      Doğan        236399814    3,82     3      E
Emre         Aslan        236711035    3,82     1      E
Zeynep       Çelik        236751397    3,82     4      K
Ceren        Koç          236962531    3,82     1      K
İrem         Şahin        236302444    3,82     3      K
Ayşe         Demir        236069731    3,82     2      K
Ebru         Öztürk       236506134    3,82     1      K
Elif         Koç          236822356    3,82     3      K
Ali          Kaya         236586751    3,82     1      E
Meryem       Koç          236316442    3,82     4      K
Kerem        Kaya         236467539    3,82     3      E
Zeynep       Çelik        236069962    3,82     3      K
Ayşe         Şahin        236427744    3,82     3      K
Mehmet       Kaya         236568769    3,82     3      E
Meryem       Yılmaz       236065363    3,82     2      K
Seda         Öztürk       236075852    3,82     4      K
Meryem       Çelik        236955502    3,82     3      K
Yusuf        Öztürk       236658926    3,82     1      E
Burak        Doğan        236466980    3,82     4      E
Hasan        Yılmaz       236456203    3,81     1      E
Emre         Demir        236955675    3,81     4      E
Deniz        Demir        236508792    3,81     3      K
Burak        Şahin        236556076    3,81     1      E
Mert         Aslan        236830673    3,81     2      E
Mehmet       Öztürk       236359877    3,81     1      E
Zeynep       Koç          236795167    3,81     1      K
Mehmet       Demir        236487676    3,81     4      E
Seda         Öztürk       236170950    3,81     2      K
Mehmet       Koç          236978414    3,81     2      E
Emre         Doğan        236639809    3,81     3      E
Meryem       Kaya         236531599    3,81     1      K
Seda         Şahin        236522550    3,81     2      K
Meryem       Acar         236367438    3,81     2      K
Mustafa      Aslan        236157513    3,81     3      E
Ebru         Doğan        236645072    3,81     1      K
Emre         Şahin        236202583    3,81     4      E
Emre         Kaya         236799752    3,81     4      E
Ayşe         Yılmaz       236484859    3,81     3      K
Ahmet        Doğan        236265192    3,81     3      E
Fatma        Aslan        236004029    3,81     4      K
İrem         Kaya         236692685    3,81     3      K
Ayşe         Şahin        236656739    3,81     4      K
