=== HASH TABLOSU RAPORU ===
Tarih: Tue Nov 04 23:48:27 TRT 2025
=== GELİŞMİŞ MOD (HashMap) ===
Toplam Öğrenci: 10001
Tablo Boyutu: 13003
Doluluk Oranı: 76,91%
Anahtar: 236998336 -> Ebru       Öztürk     236998336  2,62   4    K
Anahtar: 236916479 -> Zeynep     Acar       236916479  2,41   3    K
Anahtar: 236981952 -> Deniz      Koç        236981952  3,71   3    K
Anahtar: 236146418 -> İrem       Öztürk     236146418  1,74   2    K
Anahtar: 236670718 -> Ebru       Şahin      236670718  2,72   3    K
Anahtar: 236637949 -> İrem       Demir      236637949  1,17   4    K
Anahtar: 236408575 -> Ahmet      Yılmaz     236408575  3,70   1    E
Anahtar: 236179193 -> Ceren      Yılmaz     236179193  3,34   2    K
Anahtar: 236998350 -> Yusuf      Demir      236998350  2,82   2    E
Anahtar: 236474090 -> Meryem     Koç        236474090  2,54   1    K
Anahtar: 236523242 -> Yusuf      Kaya       236523242  1,22   1    E
Anahtar: 236097257 -> Seda       Çelik      236097257  3,17   4    K
Anahtar: 236326632 -> Mustafa    Öztürk     236326632  3,22   2    E
Anahtar: 236605156 -> Yusuf      Aslan      236605156  2,62   4    E
Anahtar: 236310250 -> Ceren      Acar       236310250  1,78   1    K
Anahtar: 236801820 -> Ceren      Çelik      236801820  1,38   2    K
Anahtar: 236424978 -> Seda       Öztürk     236424978  1,91   4    K
Anahtar: 236982053 -> Burak      Acar       236982053  3,50   3    E
Anahtar: 236195602 -> Ebru       Öztürk     236195602  2,28   4    K
Anahtar: 236293907 -> Fatma      Koç        236293907  2,43   2    K
Anahtar: 236818197 -> Ceren      Koç        236818197  2,55   1    K
Anahtar: 236031769 -> Ali        Öztürk     236031769  2,38   3    E
Anahtar: 236408606 -> Fatma      Demir      236408606  3,54   2    K
Anahtar: 236883735 -> Mert       Çelik      236883735  2,01   3    E
Anahtar: 236769047 -> Burak      Acar       236769047  1,53   4    E
Anahtar: 236277529 -> Mert       Yılmaz     236277529  1,44   1    E
Anahtar: 236441371 -> Mustafa    Doğan      236441371  2,61   4    E
Anahtar: 236162846 -> Meryem     Koç        236162846  1,92   3    K
Anahtar: 236834573 -> İrem       Aslan      236834573  1,66   1    K
Anahtar: 236015365 -> Kerem      Aslan      236015365  1,35   3    E
Anahtar: 236752649 -> Deniz      Çelik      236752649  2,90   2    K
Anahtar: 236064517 -> Yusuf      Yılmaz     236064517  1,29   3    E
Anahtar: 236146436 -> Hasan      Doğan      236146436  2,73   4    E
Anahtar: 236211982 -> Kerem      Koç        236211982  1,97   4    E
Anahtar: 236900101 -> Kerem      Şahin      236900101  3,49   1    E
Anahtar: 236343048 -> Mustafa    Çelik      236343048  1,77   3    E
Anahtar: 236949311 -> Ali        Doğan      236949311  1,01   3    E
Anahtar: 236916542 -> Ayşe       Öztürk     236916542  2,18   3    K
Anahtar: 236130103 -> Emre       Şahin      236130103  1,57   4    E
Anahtar: 236244784 -> Ali        Öztürk     236244784  3,77   3    E
Anahtar: 236670782 -> Zeynep     Aslan      236670782  3,41   3    K
Anahtar: 236441394 -> Mert       Acar       236441394  1,40   4    E
Anahtar: 236719931 -> Deniz      Koç        236719931  2,04   3    K
Anahtar: 236080949 -> Seda       Demir      236080949  3,52   4    K
Anahtar: 236949303 -> Zeynep     Doğan      236949303  2,86   1    K
Anahtar: 236408638 -> Elif       Acar       236408638  2,77   2    K
Anahtar: 236818228 -> Fatma      Yılmaz     236818228  3,13   2    K
Anahtar: 236834615 -> Burak      Aslan      236834615  2,52   1    E
Anahtar: 236883764 -> Seda       Çelik      236883764  1,66   3    K
Anahtar: 236326717 -> Ebru       Çelik      236326717  2,93   1    K
Anahtar: 236408633 -> Yusuf      Demir      236408633  1,17   4    E
Anahtar: 236572456 -> Fatma      Yılmaz     236572456  2,46   1    K
Anahtar: 236359461 -> Zeynep     Öztürk     236359461  2,31   4    K
Anahtar: 236965675 -> Yusuf      Çelik      236965675  1,33   2    E
Anahtar: 236801833 -> Elif       Şahin      236801833  2,72   2    K
Anahtar: 236769065 -> Burak      Koç        236769065  1,82   4    E
Anahtar: 236392225 -> Meryem     Doğan      236392225  2,10   3    K
Anahtar: 236637997 -> Mustafa    Kaya       236637997  2,62   4    E
Anahtar: 236310306 -> Mert       Demir      236310306  3,00   4    E
Anahtar: 236637987 -> Ahmet      Şahin      236637987  3,00   1    E
Anahtar: 236080939 -> İrem       Doğan      236080939  2,07   1    K
Anahtar: 236719909 -> Mert       Öztürk     236719909  1,42   3    E
Anahtar: 236261167 -> Ebru       Demir      236261167  3,34   1    K
Anahtar: 236916516 -> Zeynep     Yılmaz     236916516  1,21   1    K
Anahtar: 236080942 -> Ayşe       Kaya       236080942  1,16   2    K
Anahtar: 236130131 -> Meryem     Demir      236130131  3,89   1    K
Anahtar: 236261207 -> Zeynep     Şahin      236261207  2,07   1    K
Anahtar: 236523355 -> Elif       Yılmaz     236523355  3,00   3    K
Anahtar: 236588889 -> Ahmet      Aslan      236588889  3,81   1    E
Anahtar: 236883805 -> Yusuf      Doğan      236883805  1,15   3    E
Anahtar: 236588895 -> Mustafa    Demir      236588895  1,67   4    E
Anahtar: 236851035 -> Elif       Çelik      236851035  2,52   2    K
Anahtar: 236113751 -> Ali        Acar       236113751  1,97   1    E
Anahtar: 236146518 -> Elif       Acar       236146518  1,47   2    K
Anahtar: 236244818 -> Deniz      Öztürk     236244818  3,94   1    K
Anahtar: 236638045 -> Meryem     Demir      236638045  3,76   3    K
Anahtar: 236146527 -> Burak      Aslan      236146527  2,19   1    E
Anahtar: 236719953 -> Meryem     Şahin      236719953  1,39   2    K
Anahtar: 236244826 -> Deniz      Doğan      236244826  1,02   2    K
Anahtar: 236982126 -> Ahmet      Çelik      236982126  3,07   1    E
Anahtar: 236998511 -> İrem       Şahin      236998511  2,49   2    K
Anahtar: 236703562 -> Seda       Öztürk     236703562  2,83   2    K
Anahtar: 236736333 -> Mehmet     Yılmaz     236736333  3,06   3    E
Anahtar: 236719946 -> Meryem     Acar       236719946  3,50   3    K
Anahtar: 236867401 -> Fatma      Aslan      236867401  1,68   4    K
Anahtar: 236310348 -> Burak      Aslan      236310348  3,28   2    E
Anahtar: 236949317 -> Emre       Kaya       236949317  1,37   3    E
Anahtar: 236769091 -> Zeynep     Demir      236769091  2,12   3    K
Anahtar: 236392310 -> Burak      Acar       236392310  2,62   3    E
Anahtar: 236670847 -> Mustafa    Demir      236670847  1,64   1    E
Anahtar: 236654462 -> Ali        Şahin      236654462  2,90   2    E
Anahtar: 236408689 -> Meryem     Doğan      236408689  2,13   2    K
Anahtar: 236719994 -> Ali        Acar       236719994  1,73   2    E
Anahtar: 236900212 -> Kerem      Şahin      236900212  3,66   2    E
Anahtar: 236588912 -> Mert       Koç        236588912  1,03   3    E
Anahtar: 236588913 -> Kerem      Acar       236588913  3,91   3    E
Anahtar: 236015457 -> Seda       Öztürk     236015457  3,02   2    K
Anahtar: 236179299 -> Burak      Koç        236179299  2,74   1    E
Anahtar: 236916591 -> Ebru       Çelik      236916591  2,65   1    K
Anahtar: 236719983 -> Deniz      Şahin      236719983  2,14   4    K
Anahtar: 236982100 -> Burak      Yılmaz     236982100  1,61   2    E
Anahtar: 236932970 -> Deniz      Yılmaz     236932970  2,91   1    K
Anahtar: 236457837 -> Meryem     Doğan      236457837  1,74   2    K
Anahtar: 236457838 -> İrem       Kaya       236457838  3,12   3    K
Anahtar: 236801898 -> Hasan      Koç        236801898  3,87   2    E
Anahtar: 236752742 -> Fatma      Doğan      236752742  2,44   1    K
Anahtar: 236867426 -> İrem       Kaya       236867426  1,52   1    K
Anahtar: 236425067 -> Deniz      Kaya       236425067  1,86   2    K
Anahtar: 236539801 -> Deniz      Şahin      236539801  2,89   3    K
Anahtar: 236785564 -> Yusuf      Koç        236785564  3,21   3    E
Anahtar: 236474266 -> Emre       Şahin      236474266  2,73   3    E
Anahtar: 236687257 -> Ebru       Acar       236687257  1,71   2    K
Anahtar: 236752792 -> Ali        Yılmaz     236752792  3,76   3    E
Anahtar: 236162966 -> Deniz      Kaya       236162966  3,41   3    K
Anahtar: 236998567 -> Meryem     Kaya       236998567  3,93   3    K
Anahtar: 236441479 -> Meryem     Yılmaz     236441479  2,50   2    K
Anahtar: 236146561 -> Elif       Aslan      236146561  1,94   1    K
Anahtar: 236359555 -> Ceren      Öztürk     236359555  3,19   4    K
Anahtar: 236097415 -> Ayşe       Koç        236097415  2,47   4    K
Anahtar: 236146565 -> Seda       Koç        236146565  2,39   3    K
Anahtar: 236261250 -> Deniz      Acar       236261250  1,87   4    K
Anahtar: 236375950 -> Zeynep     Aslan      236375950  2,79   1    K
Anahtar: 236507008 -> Deniz      Kaya       236507008  1,79   1    K
Anahtar: 236720006 -> Kerem      Şahin      236720006  2,32   4    E
Anahtar: 236343178 -> Elif       Yılmaz     236343178  2,44   4    K
Anahtar: 236703623 -> Burak      Şahin      236703623  3,95   3    E
Anahtar: 236801920 -> Emre       Doğan      236801920  4,00   4    E
Anahtar: 236752769 -> Burak      Kaya       236752769  2,00   3    E
Anahtar: 236621701 -> Yusuf      Acar       236621701  1,91   4    E
Anahtar: 236130227 -> Burak      Kaya       236130227  1,25   2    E
Anahtar: 236523453 -> Kerem      Yılmaz     236523453  3,97   1    E
Anahtar: 236556221 -> İrem       Öztürk     236556221  2,55   4    K
Anahtar: 236425139 -> Ayşe       Öztürk     236425139  1,67   1    K
Anahtar: 236588989 -> Meryem     Aslan      236588989  2,30   2    K
Anahtar: 236359601 -> Yusuf      Acar       236359601  3,77   4    E
Anahtar: 236982152 -> Burak      Çelik      236982152  3,35   3    E
Anahtar: 236425151 -> Mert       Kaya       236425151  3,71   4    E
Anahtar: 236048315 -> Fatma      Doğan      236048315  1,40   2    K
Anahtar: 236736438 -> Fatma      Çelik      236736438  1,37   3    K
Anahtar: 236916661 -> Elif       Aslan      236916661  3,39   2    K
Anahtar: 236457909 -> Zeynep     Şahin      236457909  1,01   3    K
Anahtar: 236867507 -> Yusuf      Şahin      236867507  3,23   1    E
Anahtar: 236130238 -> İrem       Kaya       236130238  1,86   3    K
Anahtar: 236326840 -> Mehmet     Kaya       236326840  3,47   4    E
Anahtar: 236883889 -> Deniz      Koç        236883889  1,24   1    K
Anahtar: 236867503 -> Ahmet      Demir      236867503  1,80   1    E
Anahtar: 236375972 -> Mehmet     Doğan      236375972  1,82   2    E
Anahtar: 236670888 -> Meryem     Öztürk     236670888  3,33   1    K
Anahtar: 236949415 -> Mert       Çelik      236949415  1,55   1    E
Anahtar: 236261292 -> Emre       Kaya       236261292  3,27   2    E
Anahtar: 236179368 -> Kerem      Demir      236179368  2,34   3    E
Anahtar: 236556199 -> Mustafa    Kaya       236556199  2,67   4    E
Anahtar: 236359593 -> Hasan      Koç        236359593  1,68   3    E
Anahtar: 236998624 -> Emre       Kaya       236998624  1,50   1    E
Anahtar: 236654555 -> Burak      Yılmaz     236654555  1,53   1    E
Anahtar: 236654553 -> Burak      Şahin      236654553  2,65   4    E
Anahtar: 236064720 -> Mustafa    Şahin      236064720  2,01   2    E
Anahtar: 236326866 -> Ceren      Demir      236326866  3,37   3    K
Anahtar: 236703710 -> Meryem     Çelik      236703710  2,31   1    K
Anahtar: 236769241 -> Zeynep     Şahin      236769241  3,84   2    K
Anahtar: 236605404 -> Hasan      Çelik      236605404  2,68   3    E
Anahtar: 236326878 -> Mustafa    Aslan      236326878  1,71   4    E
Anahtar: 236048345 -> Fatma      Acar       236048345  1,61   3    K
Anahtar: 236015579 -> Hasan      Öztürk     236015579  2,23   4    E
Anahtar: 236179422 -> Seda       Demir      236179422  1,31   4    K
Anahtar: 236851152 -> Kerem      Demir      236851152  1,36   3    E
Anahtar: 236146652 -> Burak      Yılmaz     236146652  1,11   4    E
Anahtar: 236982260 -> Ayşe       Şahin      236982260  1,03   1    K
Anahtar: 236588994 -> Ahmet      Koç        236588994  2,12   3    E
Anahtar: 236097483 -> Kerem      Yılmaz     236097483  1,37   1    E
Anahtar: 236965827 -> Ahmet      Koç        236965827  1,08   3    E
Anahtar: 236376008 -> İrem       Demir      236376008  2,17   2    K
Anahtar: 236752835 -> Ahmet      Aslan      236752835  1,05   4    E
Anahtar: 236638200 -> Ceren      Öztürk     236638200  2,01   4    K
Anahtar: 236130289 -> Mustafa    Acar       236130289  3,08   3    E
Anahtar: 236195824 -> Mustafa    Acar       236195824  1,75   4    E
Anahtar: 236752888 -> Deniz      Acar       236752888  3,70   1    K
Anahtar: 236294130 -> Ayşe       Yılmaz     236294130  3,01   3    K
Anahtar: 236556273 -> Hasan      Öztürk     236556273  1,19   1    E
Anahtar: 236638194 -> Ebru       Acar       236638194  1,02   3    K
Anahtar: 236425214 -> Emre       Yılmaz     236425214  1,49   4    E
Anahtar: 236261374 -> Burak      Koç        236261374  1,24   2    E
Anahtar: 236343289 -> Ayşe       Çelik      236343289  3,97   4    K
Anahtar: 236081121 -> Ceren      Aslan      236081121  1,54   4    K
Anahtar: 236556269 -> Mehmet     Kaya       236556269  1,58   4    E
Anahtar: 236244962 -> Elif       Öztürk     236244962  3,66   1    K
Anahtar: 236425185 -> Ebru       Öztürk     236425185  2,14   2    K
Anahtar: 236097513 -> Emre       Doğan      236097513  2,66   1    E
Anahtar: 236130280 -> Meryem     Kaya       236130280  1,09   1    K
Anahtar: 236720096 -> Ebru       Demir      236720096  3,87   3    K
Anahtar: 236589029 -> Fatma      Yılmaz     236589029  2,82   2    K
Anahtar: 236686366 -> Mehmet     Doğan      236686366  2,86   3    E
Anahtar: 236653598 -> Yusuf      Öztürk     236653598  3,67   2    E
Anahtar: 236424208 -> Emre       Kaya       236424208  1,50   2    E
Anahtar: 236702739 -> Elif       Demir      236702739  3,50   3    K
Anahtar: 236833809 -> Ebru       Demir      236833809  1,44   3    K
Anahtar: 236817425 -> Ali        Şahin      236817425  2,50   4    E
Anahtar: 236981294 -> Deniz      Çelik      236981294  2,06   1    K
Anahtar: 236112925 -> İrem       Kaya       236112925  1,69   4    K
Anahtar: 236325894 -> Deniz      Yılmaz     236325894  2,52   2    K
Anahtar: 236391430 -> Mehmet     Kaya       236391430  1,44   2    E
Anahtar: 236817420 -> Ahmet      Öztürk     236817420  2,69   1    E
Anahtar: 236063745 -> Ayşe       Doğan      236063745  2,20   2    K
Anahtar: 236424195 -> Burak      Acar       236424195  3,09   3    E
Anahtar: 236669967 -> Deniz      Koç        236669967  1,18   1    K
Anahtar: 236932105 -> Mert       Koç        236932105  3,83   3    E
Anahtar: 236620812 -> Ali        Kaya       236620812  2,96   2    E
Anahtar: 236440576 -> Deniz      Doğan      236440576  2,50   4    K
Anahtar: 236178486 -> Ceren      Demir      236178486  2,75   3    K
Anahtar: 236227633 -> Ayşe       Koç        236227633  3,27   3    K
Anahtar: 236588092 -> Fatma      Koç        236588092  1,41   3    K
Anahtar: 236145722 -> Mert       Yılmaz     236145722  3,24   3    E
Anahtar: 236309566 -> Ebru       Kaya       236309566  1,21   4    K
Anahtar: 236293157 -> Elif       Demir      236293157  1,01   4    K
Anahtar: 236964908 -> Hasan      Kaya       236964908  2,33   3    E
Anahtar: 236997651 -> Ayşe       Doğan      236997651  3,12   3    K
Anahtar: 236047397 -> İrem       Doğan      236047397  3,55   2    K
Anahtar: 236817449 -> Mustafa    Şahin      236817449  3,28   2    E
Anahtar: 236850219 -> Yusuf      Kaya       236850219  2,76   4    E
Anahtar: 236588064 -> Fatma      Kaya       236588064  3,85   2    K
Anahtar: 236407851 -> Elif       Doğan      236407851  3,49   1    K
Anahtar: 236964898 -> Kerem      Demir      236964898  1,59   2    E
Anahtar: 236129326 -> Fatma      Acar       236129326  3,84   3    K
Anahtar: 236555303 -> Ebru       Koç        236555303  1,63   1    K
Anahtar: 236375081 -> Mert       Yılmaz     236375081  2,87   1    E
Anahtar: 236883038 -> Ali        Öztürk     236883038  1,31   4    E
Anahtar: 236096594 -> Seda       Şahin      236096594  3,20   3    K
Anahtar: 236358742 -> Kerem      Çelik      236358742  3,80   3    E
Anahtar: 236473433 -> Ahmet      Yılmaz     236473433  1,16   4    E
Anahtar: 236997729 -> Ceren      Demir      236997729  1,79   1    K
Anahtar: 236342357 -> Mustafa    Koç        236342357  1,72   1    E
Anahtar: 236244049 -> Kerem      Şahin      236244049  3,31   2    E
Anahtar: 236620883 -> İrem       Demir      236620883  1,05   4    K
Anahtar: 236555347 -> Ahmet      Yılmaz     236555347  3,66   1    E
Anahtar: 236489812 -> Ahmet      Yılmaz     236489812  3,40   3    E
Anahtar: 236047452 -> Elif       Demir      236047452  1,57   3    K
Anahtar: 236457047 -> Ayşe       Demir      236457047  3,22   1    K
Anahtar: 236883022 -> Burak      Aslan      236883022  2,33   4    E
Anahtar: 236325958 -> Yusuf      Aslan      236325958  1,29   3    E
Anahtar: 236702794 -> Yusuf      Aslan      236702794  2,41   1    E
Anahtar: 236457033 -> Mehmet     Kaya       236457033  3,46   4    E
Anahtar: 236358724 -> Ali        Öztürk     236358724  3,76   2    E
Anahtar: 236407876 -> Mert       Koç        236407876  1,21   2    E
Anahtar: 236948554 -> Yusuf      Aslan      236948554  3,54   3    E
Anahtar: 236620879 -> Kerem      Demir      236620879  1,29   4    E
Anahtar: 236194882 -> Mehmet     Acar       236194882  1,95   4    E
Anahtar: 236260419 -> Emre       Öztürk     236260419  2,76   2    E
Anahtar: 236637261 -> Zeynep     Doğan      236637261  1,38   2    K
Anahtar: 236178504 -> Ebru       Çelik      236178504  1,57   1    K
Anahtar: 236964930 -> Fatma      Öztürk     236964930  2,25   3    K
Anahtar: 236817472 -> Elif       Şahin      236817472  1,18   1    K
Anahtar: 236358729 -> Burak      Kaya       236358729  3,64   1    E
Anahtar: 236997701 -> Zeynep     Demir      236997701  3,89   3    K
Anahtar: 236145782 -> Ceren      Kaya       236145782  3,55   1    K
Anahtar: 236276861 -> Mustafa    Çelik      236276861  1,83   3    E
Anahtar: 236866679 -> Mehmet     Şahin      236866679  1,69   4    E
Anahtar: 236653682 -> Kerem      Yılmaz     236653682  1,49   1    E
Anahtar: 236326011 -> Yusuf      Kaya       236326011  3,17   3    E
Anahtar: 236375163 -> Meryem     Aslan      236375163  3,52   2    K
Anahtar: 236784752 -> Seda       Doğan      236784752  3,96   2    K
Anahtar: 236964976 -> Ebru       Kaya       236964976  2,90   1    K
Anahtar: 236604533 -> Ebru       Koç        236604533  1,41   4    K
Anahtar: 236670059 -> Ebru       Kaya       236670059  1,84   3    K
Anahtar: 236817517 -> Mehmet     Yılmaz     236817517  1,63   3    E
Anahtar: 236817512 -> Meryem     Demir      236817512  3,06   1    K
Anahtar: 236325984 -> Seda       Aslan      236325984  3,10   3    K
Anahtar: 236751978 -> Mehmet     Kaya       236751978  2,65   2    E
